training_date,employee_id,training_category,training_hours,training_cost,completion_status
2024-10-31,EMP00153,Leadership,8.38,8839.14,Completed
2022-04-30,EMP00154,Technical Skills,22.67,35360.04,Completed
2022-07-31,EMP00154,Cybersecurity,2.56,1925.54,Completed
2024-07-31,EMP00155,Data Literacy,17.42,35416.68,Completed
2022-01-31,EMP00156,Technical Skills,20.32,34916.52,In Progress
2022-03-31,EMP00156,Leadership,11.61,22027.84,Dropped
2022-05-31,EMP00156,Data Literacy,16.47,31093.72,Completed
2022-09-30,EMP00156,Leadership,17.96,30365.11,Completed
2022-10-31,EMP00156,Communication,17.84,20585.39,Completed
2022-12-31,EMP00156,Communication,13.1,22623.16,Completed
2023-02-28,EMP00156,Compliance,18.28,19096.14,Completed
2023-08-31,EMP00156,Leadership,12.81,17864.88,In Progress
2023-11-30,EMP00156,Cybersecurity,20.16,15709.86,Completed
2024-06-30,EMP00157,Technical Skills,11.71,12968.57,Completed
2024-11-30,EMP00157,Leadership,2.59,4927.38,Completed
2022-01-31,EMP00158,Compliance,2.52,1863.77,Completed
2022-03-31,EMP00158,Data Literacy,14.63,28952.86,In Progress
2022-04-30,EMP00158,Cybersecurity,8.85,12327.35,Completed
2022-05-31,EMP00158,Compliance,3.46,2325.03,Completed
2022-06-30,EMP00158,Compliance,23.12,30711.31,Completed
2022-12-31,EMP00158,Data Literacy,6.91,9192.75,Completed
2023-01-31,EMP00158,Compliance,9.95,15313.9,Completed
2023-02-28,EMP00158,Cybersecurity,19.39,37331.15,Completed
2023-05-31,EMP00158,Compliance,15.64,32085.09,Completed
2023-08-31,EMP00158,Communication,7.01,7727.97,Completed
2023-10-31,EMP00158,Cybersecurity,16.28,28496.21,Completed
2024-01-31,EMP00158,Leadership,18.77,12201.51,Completed
2024-02-29,EMP00158,Data Literacy,8.83,16032.66,Completed
2024-06-30,EMP00158,Compliance,5.28,6829.39,Completed
2024-07-31,EMP00158,Compliance,14.38,18163.16,Completed
2024-10-31,EMP00158,Compliance,20.48,33895.45,Completed
2022-02-28,EMP00159,Communication,2.49,4900.61,Completed
2022-04-30,EMP00159,Leadership,5.65,6709.52,Completed
2022-05-31,EMP00159,Communication,7.96,14058.47,Completed
2022-06-30,EMP00159,Technical Skills,8.93,17864.85,Completed
2022-07-31,EMP00159,Cybersecurity,3.46,5352.61,In Progress
2022-08-31,EMP00159,Leadership,7.45,9261.97,Completed
2023-11-30,EMP00159,Cybersecurity,12.41,17148.77,Completed
2023-12-31,EMP00159,Leadership,3.07,1884.78,Completed
2024-01-31,EMP00159,Cybersecurity,16.78,19844.82,Completed
2024-03-31,EMP00159,Compliance,2.54,2162.7,Completed
2024-04-30,EMP00159,Communication,3.33,6440.81,Completed
2024-05-31,EMP00159,Leadership,11.69,9694.73,In Progress
2024-06-30,EMP00159,Leadership,17.08,31395.81,Completed
2022-01-31,EMP00160,Compliance,15.3,27502.22,Completed
2022-04-30,EMP00160,Technical Skills,22.5,23574.95,Completed
2022-08-31,EMP00160,Communication,7.09,5155.34,Completed
2022-09-30,EMP00160,Cybersecurity,8.42,13626.0,Completed
2022-12-31,EMP00160,Technical Skills,20.04,43920.61,Completed
2023-01-31,EMP00160,Communication,18.93,28878.63,Completed
2023-06-30,EMP00160,Data Literacy,14.31,10085.54,Completed
2023-09-30,EMP00160,Leadership,18.33,26166.27,Completed
2024-03-31,EMP00160,Technical Skills,3.66,4115.9,Completed
2024-06-30,EMP00160,Cybersecurity,8.15,17236.49,In Progress
2024-08-31,EMP00160,Cybersecurity,13.91,29477.92,Completed
2022-01-31,EMP00161,Technical Skills,16.33,16862.76,Completed
2022-04-30,EMP00161,Cybersecurity,18.55,22338.93,Completed
2022-08-31,EMP00161,Leadership,13.09,20940.11,Completed
2022-10-31,EMP00161,Cybersecurity,7.85,13197.9,Completed
2022-11-30,EMP00161,Communication,14.02,14477.77,Completed
2023-05-31,EMP00161,Leadership,14.16,16231.06,Completed
2023-09-30,EMP00161,Technical Skills,20.08,25081.12,Completed
2024-01-31,EMP00161,Compliance,19.32,19243.36,Completed
2024-02-29,EMP00161,Cybersecurity,12.74,13940.05,In Progress
2024-06-30,EMP00161,Data Literacy,17.94,19593.53,Completed
2024-11-30,EMP00161,Communication,17.37,13838.29,In Progress
2023-01-31,EMP00162,Data Literacy,13.82,19239.83,Completed
2023-02-28,EMP00162,Compliance,5.12,3112.52,Completed
2023-05-31,EMP00162,Communication,20.94,27030.77,Completed
2023-07-31,EMP00162,Leadership,21.73,16810.13,Completed
2023-08-31,EMP00162,Data Literacy,9.11,13090.27,Completed
2023-09-30,EMP00162,Communication,15.39,32291.98,Completed
2024-03-31,EMP00162,Leadership,15.2,27359.32,Dropped
2024-07-31,EMP00162,Communication,14.42,27996.89,In Progress
2024-08-31,EMP00162,Communication,19.89,31242.18,Completed
2024-12-31,EMP00162,Communication,9.4,11776.84,Completed
2022-12-31,EMP00163,Technical Skills,9.11,15284.34,Completed
2023-04-30,EMP00163,Compliance,10.12,18377.38,Completed
2023-05-31,EMP00163,Leadership,20.81,33783.82,In Progress
2023-06-30,EMP00163,Data Literacy,2.26,3106.93,Completed
2023-09-30,EMP00163,Compliance,12.47,11976.03,Completed
2023-10-31,EMP00163,Communication,10.94,8415.1,In Progress
2024-07-31,EMP00163,Technical Skills,3.85,6864.68,Completed
2024-10-31,EMP00163,Compliance,8.38,7847.24,Completed
2024-11-30,EMP00163,Cybersecurity,2.16,1490.83,Completed
2024-12-31,EMP00163,Data Literacy,3.03,4858.67,In Progress
2022-02-28,EMP00164,Leadership,2.96,1981.48,Completed
2022-06-30,EMP00164,Cybersecurity,8.31,10019.08,Completed
2023-03-31,EMP00164,Communication,22.19,35819.9,In Progress
2023-05-31,EMP00164,Communication,8.75,6053.85,Completed
2023-06-30,EMP00164,Data Literacy,19.14,22560.81,Completed
2023-08-31,EMP00164,Cybersecurity,16.68,34968.93,Completed
2023-09-30,EMP00164,Data Literacy,12.29,25736.87,Completed
2024-02-29,EMP00164,Cybersecurity,18.35,37593.19,Completed
2024-03-31,EMP00164,Communication,14.44,28308.8,Completed
2024-04-30,EMP00164,Technical Skills,15.9,17278.09,In Progress
2024-08-31,EMP00164,Compliance,15.19,27187.58,Completed
2024-10-31,EMP00164,Compliance,15.29,33270.55,In Progress
2024-12-31,EMP00164,Cybersecurity,8.59,5800.65,Completed
2023-06-30,EMP00165,Technical Skills,4.11,7492.58,Completed
2023-07-31,EMP00165,Technical Skills,6.76,14095.2,Completed
2023-09-30,EMP00165,Leadership,14.08,29064.26,Completed
2023-10-31,EMP00165,Leadership,21.75,46060.59,Completed
2024-01-31,EMP00165,Technical Skills,20.06,17625.96,Completed
2024-02-29,EMP00165,Data Literacy,22.01,30143.47,Completed
2024-05-31,EMP00165,Leadership,20.56,14087.01,Completed
2024-06-30,EMP00165,Technical Skills,5.69,6877.52,Completed
2024-08-31,EMP00165,Cybersecurity,18.19,21109.22,Completed
2022-01-31,EMP00166,Compliance,4.11,3707.56,Completed
2022-02-28,EMP00166,Leadership,5.75,3825.32,Completed
2022-05-31,EMP00166,Communication,9.09,10104.14,Completed
2022-10-31,EMP00166,Cybersecurity,15.09,19742.33,In Progress
2022-11-30,EMP00166,Cybersecurity,14.04,13731.3,Completed
2023-01-31,EMP00166,Leadership,5.93,3951.35,Completed
2023-07-31,EMP00166,Leadership,22.11,16796.47,Completed
2023-09-30,EMP00166,Data Literacy,10.78,6967.98,Completed
2023-10-31,EMP00166,Leadership,22.5,30894.15,In Progress
2023-11-30,EMP00166,Leadership,7.53,16387.4,In Progress
2023-12-31,EMP00166,Technical Skills,3.31,6844.58,Completed
2024-02-29,EMP00166,Communication,23.06,36689.35,In Progress
2024-03-31,EMP00166,Data Literacy,7.34,10311.57,Completed
2024-04-30,EMP00166,Communication,8.3,8778.05,Completed
2024-05-31,EMP00166,Communication,19.51,22531.81,Completed
2024-09-30,EMP00166,Cybersecurity,21.31,15918.27,Completed
2024-10-31,EMP00166,Communication,6.66,5821.66,In Progress
2023-05-31,EMP00167,Leadership,4.32,4938.86,In Progress
2023-07-31,EMP00167,Technical Skills,13.12,26748.67,Completed
2023-08-31,EMP00167,Communication,16.12,14150.46,Completed
2023-09-30,EMP00167,Technical Skills,16.34,26059.58,Completed
2024-01-31,EMP00167,Communication,19.88,29667.48,Completed
2024-05-31,EMP00167,Communication,18.2,28110.64,Completed
2024-11-30,EMP00167,Communication,2.97,6105.25,Completed
2022-05-31,EMP00168,Data Literacy,10.6,7715.92,Completed
2022-07-31,EMP00168,Leadership,16.24,17173.28,Completed
2023-03-31,EMP00168,Compliance,19.98,19336.98,Completed
2023-08-31,EMP00168,Communication,5.63,4610.1,Completed
2023-09-30,EMP00168,Data Literacy,9.68,17984.33,Completed
2023-10-31,EMP00168,Compliance,16.1,21783.42,Completed
2024-01-31,EMP00168,Technical Skills,5.75,6494.81,Completed
2024-06-30,EMP00168,Technical Skills,16.63,19009.26,Completed
2024-07-31,EMP00168,Data Literacy,17.72,37321.01,Completed
2024-10-31,EMP00168,Compliance,11.18,12294.3,Completed
2022-01-31,EMP00169,Communication,21.84,47929.19,In Progress
2022-02-28,EMP00169,Leadership,17.66,27916.11,Completed
2022-03-31,EMP00169,Leadership,13.64,14760.92,Completed
2022-04-30,EMP00169,Data Literacy,22.2,16415.99,Completed
2022-05-31,EMP00169,Data Literacy,7.29,9220.44,Completed
2022-06-30,EMP00169,Communication,10.3,12064.69,Completed
2022-08-31,EMP00169,Cybersecurity,17.88,13814.19,Completed
2022-12-31,EMP00169,Compliance,2.38,1955.84,Completed
2023-01-31,EMP00169,Cybersecurity,23.98,43023.96,Completed
2023-04-30,EMP00169,Communication,14.47,27783.63,In Progress
2023-05-31,EMP00169,Compliance,13.16,12238.7,Completed
2023-08-31,EMP00169,Cybersecurity,17.96,28734.3,Completed
2023-10-31,EMP00169,Leadership,23.31,20321.66,In Progress
2023-11-30,EMP00169,Leadership,19.32,27113.11,Completed
2024-03-31,EMP00169,Communication,21.81,14218.44,Completed
2024-04-30,EMP00169,Technical Skills,4.33,3275.17,Completed
2024-05-31,EMP00169,Cybersecurity,18.41,22396.61,Completed
2022-10-31,EMP00170,Leadership,4.95,5200.01,Completed
2023-02-28,EMP00170,Technical Skills,9.66,13067.27,Completed
2023-04-30,EMP00170,Leadership,20.44,35481.72,Completed
2023-07-31,EMP00170,Communication,3.78,5635.46,Completed
2023-10-31,EMP00170,Cybersecurity,23.29,46565.88,Completed
2024-01-31,EMP00170,Technical Skills,13.16,21583.33,Completed
2024-02-29,EMP00170,Technical Skills,23.5,32574.22,Completed
2022-01-31,EMP00171,Compliance,6.81,10982.53,Completed
2022-02-28,EMP00171,Compliance,4.78,8139.57,In Progress
2022-08-31,EMP00171,Leadership,8.08,10882.86,Completed
2022-11-30,EMP00171,Compliance,17.59,26414.65,Completed
2023-03-31,EMP00171,Compliance,15.08,26426.5,Completed
2023-09-30,EMP00171,Technical Skills,22.38,38921.73,Completed
2023-12-31,EMP00171,Technical Skills,23.71,28464.72,Completed
2024-02-29,EMP00171,Compliance,20.46,39987.47,Completed
2024-03-31,EMP00171,Communication,7.53,11710.56,Completed
2024-06-30,EMP00171,Leadership,5.01,7733.81,Completed
2024-10-31,EMP00171,Data Literacy,16.77,35986.44,In Progress
2024-11-30,EMP00171,Communication,11.7,21214.93,Completed
2022-02-28,EMP00172,Technical Skills,23.1,26801.65,Completed
2022-04-30,EMP00172,Cybersecurity,2.32,2482.61,Completed
2022-10-31,EMP00172,Cybersecurity,17.39,15843.66,Completed
2022-12-31,EMP00172,Technical Skills,21.3,28863.16,Completed
2023-01-31,EMP00172,Technical Skills,20.15,15489.37,Completed
2023-03-31,EMP00172,Technical Skills,3.3,2804.13,Dropped
2023-04-30,EMP00172,Data Literacy,15.73,32294.23,Completed
2023-12-31,EMP00172,Data Literacy,10.04,7698.33,In Progress
2024-02-29,EMP00172,Communication,8.31,10576.43,Dropped
2024-03-31,EMP00172,Cybersecurity,6.61,4682.11,Completed
2024-04-30,EMP00172,Communication,9.04,19209.22,Completed
2022-04-30,EMP00173,Cybersecurity,14.58,15291.92,Completed
2022-05-31,EMP00173,Cybersecurity,2.02,4246.97,Dropped
2022-09-30,EMP00173,Technical Skills,2.62,5363.99,Completed
2022-12-31,EMP00173,Technical Skills,5.25,9358.82,Completed
2023-02-28,EMP00173,Communication,10.51,17828.7,Completed
2023-05-31,EMP00173,Data Literacy,8.46,5642.89,Completed
2023-08-31,EMP00173,Technical Skills,7.59,12471.86,Completed
2023-11-30,EMP00173,Leadership,13.74,15527.09,Completed
2024-03-31,EMP00173,Compliance,15.47,17586.31,Completed
2024-07-31,EMP00173,Compliance,3.23,2856.35,Completed
2024-12-31,EMP00173,Technical Skills,16.46,30318.09,Completed
2022-10-31,EMP00174,Leadership,20.06,17810.16,In Progress
2022-11-30,EMP00174,Data Literacy,20.91,35298.26,Completed
2023-03-31,EMP00174,Cybersecurity,18.51,21926.94,Completed
2023-05-31,EMP00174,Leadership,18.69,39073.1,Dropped
2023-06-30,EMP00174,Cybersecurity,14.37,16815.48,Completed
2023-10-31,EMP00174,Cybersecurity,13.25,18456.24,Completed
2023-11-30,EMP00174,Technical Skills,12.27,10707.2,Completed
2024-05-31,EMP00175,Communication,18.59,25397.3,Completed
2024-07-31,EMP00175,Technical Skills,2.15,1653.35,Completed
2024-09-30,EMP00175,Technical Skills,14.78,27164.81,Completed
2023-05-31,EMP00176,Compliance,20.35,30231.16,Completed
2023-06-30,EMP00176,Data Literacy,6.84,6393.41,Completed
2023-09-30,EMP00176,Compliance,15.63,24443.08,In Progress
2024-02-29,EMP00176,Communication,4.07,8494.67,Completed
2024-04-30,EMP00176,Leadership,17.53,24455.41,In Progress
2024-05-31,EMP00176,Communication,20.82,42869.47,Completed
2024-06-30,EMP00176,Compliance,13.14,11690.15,Completed
2024-07-31,EMP00176,Compliance,11.67,17382.36,Completed
2024-08-31,EMP00176,Compliance,19.8,33873.49,Completed
2024-12-31,EMP00176,Cybersecurity,6.99,12091.66,Completed
2022-03-31,EMP00177,Leadership,3.3,5856.76,Completed
2022-04-30,EMP00177,Leadership,3.12,3982.66,Dropped
2022-07-31,EMP00177,Data Literacy,17.65,26848.42,Completed
2022-11-30,EMP00177,Leadership,20.47,22848.27,Dropped
2023-01-31,EMP00177,Communication,2.04,3297.22,Completed
2023-03-31,EMP00177,Leadership,11.0,13584.49,Completed
2023-04-30,EMP00177,Leadership,23.79,47821.57,Completed
2023-09-30,EMP00177,Leadership,10.72,23309.89,Completed
2024-01-31,EMP00177,Cybersecurity,9.72,16144.9,Completed
2024-06-30,EMP00177,Cybersecurity,5.67,12168.43,Completed
2024-08-31,EMP00177,Compliance,11.97,10759.42,Completed
2024-10-31,EMP00177,Leadership,23.84,27569.74,Completed
2024-11-30,EMP00177,Compliance,2.79,3452.8,Completed
2022-01-31,EMP00178,Communication,15.13,30241.99,Completed
2022-02-28,EMP00178,Cybersecurity,9.61,11396.76,Completed
2022-08-31,EMP00178,Technical Skills,22.65,42746.25,Completed
2022-10-31,EMP00178,Leadership,4.36,6299.51,Completed
2022-11-30,EMP00178,Data Literacy,15.22,32691.04,Completed
2023-01-31,EMP00178,Cybersecurity,2.31,4533.8,Completed
2023-03-31,EMP00178,Leadership,14.16,25285.8,Completed
2024-01-31,EMP00178,Leadership,20.64,25223.49,In Progress
2024-03-31,EMP00178,Communication,10.6,14686.83,In Progress
2024-06-30,EMP00178,Cybersecurity,17.54,26339.16,Completed
2024-07-31,EMP00178,Technical Skills,23.85,48400.07,Dropped
2024-08-31,EMP00178,Leadership,21.64,36164.81,Completed
2022-04-30,EMP00179,Compliance,4.7,4368.07,Completed
2022-08-31,EMP00179,Communication,16.53,25030.17,Completed
2022-10-31,EMP00179,Cybersecurity,4.72,6823.9,In Progress
2023-01-31,EMP00179,Data Literacy,7.07,7073.65,Completed
2023-03-31,EMP00179,Cybersecurity,22.51,18637.09,Completed
2023-04-30,EMP00179,Compliance,21.47,29801.71,Completed
2023-06-30,EMP00179,Compliance,13.58,17533.97,Completed
2023-08-31,EMP00179,Leadership,18.68,34993.52,Completed
2023-11-30,EMP00179,Technical Skills,16.19,11127.59,Dropped
2023-12-31,EMP00179,Cybersecurity,23.72,38705.15,Completed
2024-06-30,EMP00179,Cybersecurity,6.33,13067.87,Completed
2024-12-31,EMP00179,Data Literacy,18.88,34320.92,Completed
2022-10-31,EMP00180,Technical Skills,16.5,22671.55,Completed
2023-01-31,EMP00180,Communication,4.73,6355.22,Completed
2023-05-31,EMP00180,Communication,9.1,8471.26,Completed
2023-07-31,EMP00180,Data Literacy,2.66,4951.8,Completed
2023-10-31,EMP00180,Technical Skills,10.1,12898.84,Completed
2023-11-30,EMP00180,Compliance,18.66,22746.01,Dropped
2024-02-29,EMP00180,Cybersecurity,6.93,10759.65,Completed
2024-03-31,EMP00180,Cybersecurity,16.06,25246.17,Completed
2024-04-30,EMP00180,Communication,9.34,16035.45,Completed
2024-08-31,EMP00180,Communication,13.23,26356.85,Dropped
2024-11-30,EMP00180,Cybersecurity,21.51,39248.75,Completed
2024-12-31,EMP00180,Data Literacy,14.86,27230.62,Completed
2022-01-31,EMP00181,Compliance,17.48,15608.4,In Progress
2022-04-30,EMP00181,Technical Skills,11.56,17016.74,Completed
2022-08-31,EMP00181,Cybersecurity,10.11,20347.95,Completed
2022-09-30,EMP00181,Technical Skills,14.03,27942.58,Completed
2022-10-31,EMP00181,Communication,13.6,18993.28,Completed
2023-01-31,EMP00181,Cybersecurity,5.32,7617.57,Completed
2023-05-31,EMP00181,Leadership,4.4,6596.56,Completed
2023-06-30,EMP00181,Data Literacy,19.85,35090.77,In Progress
2023-08-31,EMP00181,Compliance,19.98,26139.78,Completed
2023-10-31,EMP00181,Leadership,9.59,8536.15,Completed
2023-11-30,EMP00181,Compliance,3.11,6661.02,Completed
2023-12-31,EMP00181,Communication,2.58,3522.01,In Progress
2024-06-30,EMP00181,Cybersecurity,21.19,28061.77,Completed
2024-10-31,EMP00181,Communication,11.78,14295.98,Completed
2022-01-31,EMP00182,Data Literacy,2.27,2403.12,Completed
2022-03-31,EMP00182,Communication,4.77,7881.63,In Progress
2022-04-30,EMP00182,Leadership,19.05,34686.32,Completed
2022-07-31,EMP00182,Communication,22.16,31922.71,Completed
2022-09-30,EMP00182,Communication,12.02,18386.64,Completed
2023-03-31,EMP00182,Data Literacy,5.48,5827.64,Completed
2023-06-30,EMP00182,Leadership,17.77,27445.7,In Progress
2023-08-31,EMP00182,Technical Skills,17.2,32512.51,Completed
2023-09-30,EMP00182,Data Literacy,22.8,14892.48,Completed
2023-11-30,EMP00182,Technical Skills,13.76,15247.67,Completed
2023-12-31,EMP00182,Data Literacy,21.3,31753.9,Completed
2024-01-31,EMP00182,Leadership,6.9,5281.81,Completed
2024-06-30,EMP00182,Compliance,8.39,15919.31,Completed
2024-09-30,EMP00182,Compliance,12.66,13509.96,Completed
2024-10-31,EMP00182,Compliance,22.71,14222.5,Completed
2022-02-28,EMP00183,Compliance,11.69,19253.99,Completed
2022-08-31,EMP00183,Compliance,9.15,12956.21,Completed
2023-01-31,EMP00183,Compliance,2.23,3390.86,Completed
2023-05-31,EMP00183,Leadership,10.03,7641.22,Completed
2023-06-30,EMP00183,Technical Skills,21.05,20007.13,Completed
2023-09-30,EMP00183,Data Literacy,16.25,25789.28,Completed
2023-10-31,EMP00183,Compliance,19.03,14281.56,Completed
2024-03-31,EMP00183,Cybersecurity,20.46,38404.62,Completed
2024-06-30,EMP00183,Technical Skills,8.87,7786.0,Completed
2024-07-31,EMP00183,Cybersecurity,4.66,6050.98,In Progress
2024-10-31,EMP00183,Leadership,6.57,6631.3,Completed
2024-12-31,EMP00183,Compliance,10.84,15890.01,Completed
2022-01-31,EMP00184,Leadership,11.65,15765.96,Completed
2022-08-31,EMP00184,Communication,12.76,20665.2,Completed
2022-10-31,EMP00184,Technical Skills,2.7,1946.77,Completed
2022-12-31,EMP00184,Cybersecurity,9.02,19451.48,In Progress
2023-05-31,EMP00184,Communication,7.41,14038.92,In Progress
2023-06-30,EMP00184,Cybersecurity,10.36,7204.01,Completed
2023-07-31,EMP00184,Technical Skills,8.84,18767.78,Completed
2023-08-31,EMP00184,Cybersecurity,19.2,42028.95,Completed
2023-09-30,EMP00184,Leadership,13.65,8914.34,Completed
2024-04-30,EMP00184,Leadership,6.29,3874.76,In Progress
2024-10-31,EMP00184,Data Literacy,11.98,20203.1,Dropped
2024-12-31,EMP00184,Leadership,13.13,16319.4,Completed
2022-05-31,EMP00185,Cybersecurity,13.0,17467.29,Completed
2022-06-30,EMP00185,Compliance,23.81,41205.14,Completed
2022-08-31,EMP00185,Leadership,8.87,5761.87,In Progress
2022-11-30,EMP00185,Communication,10.77,22606.28,Completed
2022-12-31,EMP00185,Communication,3.89,5127.82,Completed
2023-01-31,EMP00185,Compliance,18.77,29393.02,Completed
2023-03-31,EMP00185,Compliance,5.46,6920.62,Completed
2023-04-30,EMP00185,Technical Skills,7.8,7672.81,In Progress
2023-06-30,EMP00185,Compliance,14.78,31732.35,Completed
2023-08-31,EMP00185,Technical Skills,4.83,6731.01,Completed
2023-09-30,EMP00185,Communication,22.77,32702.79,Completed
2024-03-31,EMP00185,Communication,10.85,12085.62,In Progress
2024-05-31,EMP00185,Leadership,22.53,28056.77,In Progress
2024-08-31,EMP00185,Compliance,12.34,14920.16,In Progress
2024-09-30,EMP00185,Communication,17.9,31063.16,In Progress
2024-11-30,EMP00185,Cybersecurity,17.56,34203.59,In Progress
2022-02-28,EMP00186,Data Literacy,7.76,5336.57,Completed
2022-06-30,EMP00186,Compliance,16.2,17184.77,Completed
2022-11-30,EMP00186,Data Literacy,7.0,4353.34,Completed
2023-03-31,EMP00186,Cybersecurity,12.64,25029.17,Completed
2023-04-30,EMP00186,Cybersecurity,4.54,5102.77,Completed
2023-10-31,EMP00186,Cybersecurity,17.86,37070.23,Completed
2023-12-31,EMP00186,Leadership,5.3,8842.45,Completed
2024-01-31,EMP00186,Technical Skills,6.61,14072.12,Completed
